folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Click_freq,Click_dur,Noise_freq,Noise_dur,Tone_freq,Tone_dur,Siren_freq,Siren_dur,counterbalancing,sex,Left_LeverCueID,Right_LeverCueID,CS_LeftLeverName,CS_RightLeverName,TestCondition,Test,Day,timebins_10,measure,Probability,Value,Freq
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,12,660,720,1,0.0799999999999272,0,0,0,0,0,0,0,0,1,1,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,LP,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,12,660,720,1,0.0799999999999272,0,0,0,0,0,0,0,0,1,1,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,CS,P100,Low,1
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,12,660,720,1,0.0799999999999272,0,0,0,0,0,0,0,0,1,1,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,CS,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,13,720,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,LP,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,13,720,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,LP,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,13,720,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,CS,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,13,720,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,CS,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,14,780,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,LP,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,14,780,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,LP,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,14,780,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,CS,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,14,780,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,CS,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,15,840,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,LP,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,15,840,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,LP,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,15,840,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,CS,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,15,840,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,CS,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,16,900,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,LP,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,16,900,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,LP,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,16,900,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,CS,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,16,900,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,CS,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,17,960,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,LP,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,17,960,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,LP,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,17,960,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,CS,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,17,960,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,CS,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,18,1020,1080,0,0,1,2.27999999999997,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,LP,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,18,1020,1080,0,0,1,2.27999999999997,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,LP,P50,Low,1
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,18,1020,1080,0,0,1,2.27999999999997,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,CS,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,18,1020,1080,0,0,1,2.27999999999997,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,CS,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,19,1080,1140,6,5.54000000000065,1,0.299999999999955,0,0,0,0,0,0,3,3,0,0,1,1,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,LP,P100,Low,6
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,19,1080,1140,6,5.54000000000065,1,0.299999999999955,0,0,0,0,0,0,3,3,0,0,1,1,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,LP,P50,Low,1
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,19,1080,1140,6,5.54000000000065,1,0.299999999999955,0,0,0,0,0,0,3,3,0,0,1,1,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,CS,P100,Low,3
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,19,1080,1140,6,5.54000000000065,1,0.299999999999955,0,0,0,0,0,0,3,3,0,0,1,1,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,CS,P50,Low,1
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,20,1140,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,LP,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,20,1140,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,LP,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,20,1140,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,CS,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,20,1140,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,2,CS,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,21,1200,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,LP,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,21,1200,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,LP,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,21,1200,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,CS,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,21,1200,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,CS,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,22,1260,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,LP,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,22,1260,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,LP,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,22,1260,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,CS,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,22,1260,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,CS,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,23,1320,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,LP,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,23,1320,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,LP,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,23,1320,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,CS,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,23,1320,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,CS,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,24,1380,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,LP,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,24,1380,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,LP,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,24,1380,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,CS,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,24,1380,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,CS,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,25,1440,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,LP,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,25,1440,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,LP,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,25,1440,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,CS,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,25,1440,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,CS,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,26,1500,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,LP,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,26,1500,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,LP,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,26,1500,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,CS,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,26,1500,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,CS,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,27,1560,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,LP,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,27,1560,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,LP,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,27,1560,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,CS,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,27,1560,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,CS,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,28,1620,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,LP,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,28,1620,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,LP,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,28,1620,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,CS,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,28,1620,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,CS,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,29,1680,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,LP,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,29,1680,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,LP,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,29,1680,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,CS,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,29,1680,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,CS,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,30,1740,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,LP,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,30,1740,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,LP,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,30,1740,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,CS,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat11.csv,11____,44,2,1,C,Marios,220,30,1740,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Siren,D+,B+-,Low_100Vs50,Test4,Day16,3,CS,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat38.csv,38____,44,7,1,C,Marios,220,1,0,60,7,3.74,2,2.14,0,0,0,0,0,0,1,1,0,0,1,1,A,M,Noise,Siren,B+-,D+,Low_100Vs50,Test4,Day16,1,LP,P100,Low,2
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat38.csv,38____,44,7,1,C,Marios,220,1,0,60,7,3.74,2,2.14,0,0,0,0,0,0,1,1,0,0,1,1,A,M,Noise,Siren,B+-,D+,Low_100Vs50,Test4,Day16,1,LP,P50,Low,7
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat38.csv,38____,44,7,1,C,Marios,220,1,0,60,7,3.74,2,2.14,0,0,0,0,0,0,1,1,0,0,1,1,A,M,Noise,Siren,B+-,D+,Low_100Vs50,Test4,Day16,1,CS,P100,Low,1
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat38.csv,38____,44,7,1,C,Marios,220,1,0,60,7,3.74,2,2.14,0,0,0,0,0,0,1,1,0,0,1,1,A,M,Noise,Siren,B+-,D+,Low_100Vs50,Test4,Day16,1,CS,P50,Low,1
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat38.csv,38____,44,7,1,C,Marios,220,2,60,120,3,0.480000000000004,0,0,0,0,0,0,0,0,1,1,0,0,0,0,A,M,Noise,Siren,B+-,D+,Low_100Vs50,Test4,Day16,1,LP,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat38.csv,38____,44,7,1,C,Marios,220,2,60,120,3,0.480000000000004,0,0,0,0,0,0,0,0,1,1,0,0,0,0,A,M,Noise,Siren,B+-,D+,Low_100Vs50,Test4,Day16,1,LP,P50,Low,3
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat38.csv,38____,44,7,1,C,Marios,220,2,60,120,3,0.480000000000004,0,0,0,0,0,0,0,0,1,1,0,0,0,0,A,M,Noise,Siren,B+-,D+,Low_100Vs50,Test4,Day16,1,CS,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat38.csv,38____,44,7,1,C,Marios,220,2,60,120,3,0.480000000000004,0,0,0,0,0,0,0,0,1,1,0,0,0,0,A,M,Noise,Siren,B+-,D+,Low_100Vs50,Test4,Day16,1,CS,P50,Low,1
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat38.csv,38____,44,7,1,C,Marios,220,3,120,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Siren,B+-,D+,Low_100Vs50,Test4,Day16,1,LP,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat38.csv,38____,44,7,1,C,Marios,220,3,120,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Siren,B+-,D+,Low_100Vs50,Test4,Day16,1,LP,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat38.csv,38____,44,7,1,C,Marios,220,3,120,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Siren,B+-,D+,Low_100Vs50,Test4,Day16,1,CS,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat38.csv,38____,44,7,1,C,Marios,220,3,120,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Siren,B+-,D+,Low_100Vs50,Test4,Day16,1,CS,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat38.csv,38____,44,7,1,C,Marios,220,4,180,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Siren,B+-,D+,Low_100Vs50,Test4,Day16,1,LP,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat38.csv,38____,44,7,1,C,Marios,220,4,180,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Siren,B+-,D+,Low_100Vs50,Test4,Day16,1,LP,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat38.csv,38____,44,7,1,C,Marios,220,4,180,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Siren,B+-,D+,Low_100Vs50,Test4,Day16,1,CS,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat38.csv,38____,44,7,1,C,Marios,220,4,180,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Siren,B+-,D+,Low_100Vs50,Test4,Day16,1,CS,P50,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat38.csv,38____,44,7,1,C,Marios,220,5,240,300,6,2.25999999999996,0,0,0,0,0,0,0,0,3,3,0,0,0,0,A,M,Noise,Siren,B+-,D+,Low_100Vs50,Test4,Day16,1,LP,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat38.csv,38____,44,7,1,C,Marios,220,5,240,300,6,2.25999999999996,0,0,0,0,0,0,0,0,3,3,0,0,0,0,A,M,Noise,Siren,B+-,D+,Low_100Vs50,Test4,Day16,1,LP,P50,Low,6
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat38.csv,38____,44,7,1,C,Marios,220,5,240,300,6,2.25999999999996,0,0,0,0,0,0,0,0,3,3,0,0,0,0,A,M,Noise,Siren,B+-,D+,Low_100Vs50,Test4,Day16,1,CS,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat38.csv,38____,44,7,1,C,Marios,220,5,240,300,6,2.25999999999996,0,0,0,0,0,0,0,0,3,3,0,0,0,0,A,M,Noise,Siren,B+-,D+,Low_100Vs50,Test4,Day16,1,CS,P50,Low,3
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat38.csv,38____,44,7,1,C,Marios,220,6,300,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Siren,B+-,D+,Low_100Vs50,Test4,Day16,1,LP,P100,Low,0
Test4_Day16,CRFTest4P44,CRFTest4P44_Rat38.csv,38____,44,7,1,C,Marios,220,6,300,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Siren,B+-,D+,Low_100Vs50,Test4,Day16,1,LP,P50,Low,0
